"survey_id","STR","RES","ASC","package","sos","info","own","noalt","own.fisher","own.industry","own.gov","own.public"
3023,31001,0,1,16,0,1,"3",2,0,0,1,0
3023,31001,1,1,13,1,1,"2",2,0,1,0,0
3026,32001,1,1,15,0,0,"1",2,1,0,0,0
3026,32001,0,1,10,0,0,"2",2,0,1,0,0
3027,33001,1,1,12,1,1,"1",2,1,0,0,0
3027,33001,0,1,1,0,1,"2",2,0,1,0,0
3029,34001,1,1,16,0,1,"3",2,0,0,1,0
3029,34001,0,1,13,1,1,"2",2,0,1,0,0
3030,35001,0,1,1,0,1,"2",2,0,1,0,0
3030,35001,1,1,2,1,1,"3",2,0,0,1,0
3031,36001,0,1,13,1,1,"2",2,0,1,0,0
3031,36001,1,1,9,1,0,"3",2,0,0,1,0
3032,37001,1,1,12,1,1,"1",2,1,0,0,0
3032,37001,0,1,1,0,1,"2",2,0,1,0,0
3033,38001,0,1,1,0,1,"2",2,0,1,0,0
3033,38001,1,1,2,1,1,"3",2,0,0,1,0
3036,39001,0,1,3,0,1,"1",2,1,0,0,0
3036,39001,1,1,4,1,0,"4",2,0,0,0,1
3037,40001,0,1,5,0,0,"4",2,0,0,0,1
3037,40001,1,1,11,1,1,"4",2,0,0,0,1
3041,41001,1,1,9,1,0,"3",2,0,0,1,0
3041,41001,0,1,6,0,0,"3",2,0,0,1,0
3042,42001,0,1,10,0,0,"2",2,0,1,0,0
3042,42001,1,1,14,1,0,"2",2,0,1,0,0
3043,43001,1,1,11,1,1,"4",2,0,0,0,1
3043,43001,0,1,5,0,0,"4",2,0,0,0,1
3044,44001,1,1,12,1,1,"1",2,1,0,0,0
3044,44001,0,1,1,0,1,"2",2,0,1,0,0
3045,45001,0,1,13,1,1,"2",2,0,1,0,0
3045,45001,1,1,9,1,0,"3",2,0,0,1,0
3048,46001,0,1,6,0,0,"3",2,0,0,1,0
3048,46001,1,1,7,1,0,"1",2,1,0,0,0
3049,47001,1,1,4,1,0,"4",2,0,0,0,1
3049,47001,0,1,15,0,0,"1",2,1,0,0,0
3050,48001,0,1,14,1,0,"2",2,0,1,0,0
3050,48001,1,1,12,1,1,"1",2,1,0,0,0
3052,49001,0,1,8,0,1,"4",2,0,0,0,1
3052,49001,1,1,3,0,1,"1",2,1,0,0,0
3053,50001,0,1,6,0,0,"3",2,0,0,1,0
3053,50001,1,1,7,1,0,"1",2,1,0,0,0
3054,51001,1,1,2,1,1,"3",2,0,0,1,0
3054,51001,0,1,8,0,1,"4",2,0,0,0,1
3056,52001,1,1,15,0,0,"1",2,1,0,0,0
3056,52001,0,1,10,0,0,"2",2,0,1,0,0
3057,53001,0,1,16,0,1,"3",2,0,0,1,0
3057,53001,1,1,13,1,1,"2",2,0,1,0,0
3058,54001,1,1,16,0,1,"3",2,0,0,1,0
3058,54001,0,1,13,1,1,"2",2,0,1,0,0
4002,55001,1,1,2,1,1,"3",2,0,0,1,0
4002,55001,0,1,8,0,1,"4",2,0,0,0,1
4003,56001,0,1,3,0,1,"1",2,1,0,0,0
4003,56001,1,1,4,1,0,"4",2,0,0,0,1
4004,57001,1,1,4,1,0,"4",2,0,0,0,1
4004,57001,0,1,15,0,0,"1",2,1,0,0,0
4005,58001,0,1,5,0,0,"4",2,0,0,0,1
4005,58001,1,1,11,1,1,"4",2,0,0,0,1
4006,59001,0,1,6,0,0,"3",2,0,0,1,0
4006,59001,1,1,7,1,0,"1",2,1,0,0,0
4007,60001,1,1,7,1,0,"1",2,1,0,0,0
4007,60001,0,1,16,0,1,"3",2,0,0,1,0
4008,61001,0,1,8,0,1,"4",2,0,0,0,1
4008,61001,1,1,3,0,1,"1",2,1,0,0,0
4009,62001,1,1,9,1,0,"3",2,0,0,1,0
4009,62001,0,1,6,0,0,"3",2,0,0,1,0
4010,63001,0,1,10,0,0,"2",2,0,1,0,0
4010,63001,1,1,14,1,0,"2",2,0,1,0,0
4011,64001,1,1,11,1,1,"4",2,0,0,0,1
4011,64001,0,1,5,0,0,"4",2,0,0,0,1
4012,65001,1,1,12,1,1,"1",2,1,0,0,0
4012,65001,0,1,1,0,1,"2",2,0,1,0,0
4013,66001,0,1,13,1,1,"2",2,0,1,0,0
4013,66001,1,1,9,1,0,"3",2,0,0,1,0
4014,67001,0,1,14,1,0,"2",2,0,1,0,0
4014,67001,1,1,12,1,1,"1",2,1,0,0,0
4015,68001,1,1,15,0,0,"1",2,1,0,0,0
4015,68001,0,1,10,0,0,"2",2,0,1,0,0
4016,69001,1,1,16,0,1,"3",2,0,0,1,0
4016,69001,0,1,13,1,1,"2",2,0,1,0,0
4017,70001,0,1,1,0,1,"2",2,0,1,0,0
4017,70001,1,1,2,1,1,"3",2,0,0,1,0
4019,71001,0,1,3,0,1,"1",2,1,0,0,0
4019,71001,1,1,4,1,0,"4",2,0,0,0,1
4020,72001,0,1,5,0,0,"4",2,0,0,0,1
4020,72001,1,1,11,1,1,"4",2,0,0,0,1
4021,73001,1,1,6,0,0,"3",2,0,0,1,0
4021,73001,0,1,7,1,0,"1",2,1,0,0,0
4022,74001,0,1,13,1,1,"2",2,0,1,0,0
4022,74001,1,1,9,1,0,"3",2,0,0,1,0
4023,75001,1,1,15,0,0,"1",2,1,0,0,0
4023,75001,0,1,10,0,0,"2",2,0,1,0,0
5001,76001,1,1,7,1,0,"1",2,1,0,0,0
5001,76001,0,1,16,0,1,"3",2,0,0,1,0
5002,77001,0,1,6,0,0,"3",2,0,0,1,0
5002,77001,1,1,7,1,0,"1",2,1,0,0,0
5003,78001,1,1,8,0,1,"4",2,0,0,0,1
5003,78001,0,1,3,0,1,"1",2,1,0,0,0
5004,79001,0,1,5,0,0,"4",2,0,0,0,1
5004,79001,1,1,11,1,1,"4",2,0,0,0,1
5005,80001,1,1,8,0,1,"4",2,0,0,0,1
5005,80001,0,1,3,0,1,"1",2,1,0,0,0
5006,81001,1,1,9,1,0,"3",2,0,0,1,0
5006,81001,0,1,6,0,0,"3",2,0,0,1,0
5007,82001,1,1,4,1,0,"4",2,0,0,0,1
5007,82001,0,1,15,0,0,"1",2,1,0,0,0
5008,83001,1,1,2,1,1,"3",2,0,0,1,0
5008,83001,0,1,8,0,1,"4",2,0,0,0,1
5009,84001,0,1,16,0,1,"3",2,0,0,1,0
5009,84001,1,1,13,1,1,"2",2,0,1,0,0
5010,85001,1,1,11,1,1,"4",2,0,0,0,1
5010,85001,0,1,5,0,0,"4",2,0,0,0,1
5011,86001,1,1,15,0,0,"1",2,1,0,0,0
5011,86001,0,1,10,0,0,"2",2,0,1,0,0
5012,87001,1,1,13,1,1,"2",2,0,1,0,0
5012,87001,0,1,9,1,0,"3",2,0,0,1,0
5013,88001,0,1,14,1,0,"2",2,0,1,0,0
5013,88001,1,1,12,1,1,"1",2,1,0,0,0
5014,89001,1,1,2,1,1,"3",2,0,0,1,0
5014,89001,0,1,8,0,1,"4",2,0,0,0,1
5015,90001,0,1,10,0,0,"2",2,0,1,0,0
5015,90001,1,1,14,1,0,"2",2,0,1,0,0
5017,91001,0,1,6,0,0,"3",2,0,0,1,0
5017,91001,1,1,7,1,0,"1",2,1,0,0,0
5018,92001,1,1,7,1,0,"1",2,1,0,0,0
5018,92001,0,1,16,0,1,"3",2,0,0,1,0
5019,93001,1,1,2,1,1,"3",2,0,0,1,0
5019,93001,0,1,8,0,1,"4",2,0,0,0,1
5021,94001,1,1,14,1,0,"2",2,0,1,0,0
5021,94001,0,1,12,1,1,"1",2,1,0,0,0
5023,95001,0,1,3,0,1,"1",2,1,0,0,0
5023,95001,1,1,4,1,0,"4",2,0,0,0,1
5026,96001,0,1,1,0,1,"2",2,0,1,0,0
5026,96001,1,1,2,1,1,"3",2,0,0,1,0
5027,97001,1,1,4,1,0,"4",2,0,0,0,1
5027,97001,0,1,15,0,0,"1",2,1,0,0,0
5028,98001,0,1,5,0,0,"4",2,0,0,0,1
5028,98001,1,1,11,1,1,"4",2,0,0,0,1
5029,99001,1,1,9,1,0,"3",2,0,0,1,0
5029,99001,0,1,6,0,0,"3",2,0,0,1,0
5030,100001,1,1,11,1,1,"4",2,0,0,0,1
5030,100001,0,1,5,0,0,"4",2,0,0,0,1
5031,101001,1,1,15,0,0,"1",2,1,0,0,0
5031,101001,0,1,10,0,0,"2",2,0,1,0,0
5033,102001,1,1,12,1,1,"1",2,1,0,0,0
5033,102001,0,1,1,0,1,"2",2,0,1,0,0
5034,103001,0,1,8,0,1,"4",2,0,0,0,1
5034,103001,1,1,3,0,1,"1",2,1,0,0,0
5035,104001,0,1,1,0,1,"2",2,0,1,0,0
5035,104001,1,1,2,1,1,"3",2,0,0,1,0
5037,105001,1,1,7,1,0,"1",2,1,0,0,0
5037,105001,0,1,16,0,1,"3",2,0,0,1,0
5038,106001,0,1,16,0,1,"3",2,0,0,1,0
5038,106001,1,1,13,1,1,"2",2,0,1,0,0
5039,107001,1,1,11,1,1,"4",2,0,0,0,1
5039,107001,0,1,5,0,0,"4",2,0,0,0,1
5040,108001,1,1,7,1,0,"1",2,1,0,0,0
5040,108001,0,1,16,0,1,"3",2,0,0,1,0
5041,109001,1,1,15,0,0,"1",2,1,0,0,0
5041,109001,0,1,10,0,0,"2",2,0,1,0,0
5042,110001,0,1,5,0,0,"4",2,0,0,0,1
5042,110001,1,1,11,1,1,"4",2,0,0,0,1
5043,111001,1,1,13,1,1,"2",2,0,1,0,0
5043,111001,0,1,9,1,0,"3",2,0,0,1,0
5045,112001,1,1,4,1,0,"4",2,0,0,0,1
5045,112001,0,1,15,0,0,"1",2,1,0,0,0
5046,113001,0,1,10,0,0,"2",2,0,1,0,0
5046,113001,1,1,14,1,0,"2",2,0,1,0,0
5047,114001,1,1,2,1,1,"3",2,0,0,1,0
5047,114001,0,1,8,0,1,"4",2,0,0,0,1
6001,115001,0,1,1,0,1,"2",2,0,1,0,0
6001,115001,1,1,2,1,1,"3",2,0,0,1,0
6002,116001,0,1,3,0,1,"1",2,1,0,0,0
6002,116001,1,1,4,1,0,"4",2,0,0,0,1
6003,117001,1,1,9,1,0,"3",2,0,0,1,0
6003,117001,0,1,6,0,0,"3",2,0,0,1,0
6004,118001,0,1,10,0,0,"2",2,0,1,0,0
6004,118001,1,1,14,1,0,"2",2,0,1,0,0
6005,119001,1,1,12,1,1,"1",2,1,0,0,0
6005,119001,0,1,1,0,1,"2",2,0,1,0,0
6007,120001,0,1,3,0,1,"1",2,1,0,0,0
6007,120001,1,1,4,1,0,"4",2,0,0,0,1
6008,121001,1,1,9,1,0,"3",2,0,0,1,0
6008,121001,0,1,6,0,0,"3",2,0,0,1,0
6009,122001,0,1,10,0,0,"2",2,0,1,0,0
6009,122001,1,1,14,1,0,"2",2,0,1,0,0
6010,123001,1,1,12,1,1,"1",2,1,0,0,0
6010,123001,0,1,1,0,1,"2",2,0,1,0,0
6011,124001,0,1,1,0,1,"2",2,0,1,0,0
6011,124001,1,1,2,1,1,"3",2,0,0,1,0
6012,125001,0,1,6,0,0,"3",2,0,0,1,0
6012,125001,1,1,7,1,0,"1",2,1,0,0,0
6014,126001,0,1,5,0,0,"4",2,0,0,0,1
6014,126001,1,1,11,1,1,"4",2,0,0,0,1
6015,127001,0,1,14,1,0,"2",2,0,1,0,0
6015,127001,1,1,12,1,1,"1",2,1,0,0,0
6016,128001,0,1,4,1,0,"4",2,0,0,0,1
6016,128001,1,1,15,0,0,"1",2,1,0,0,0
6019,129001,1,1,8,0,1,"4",2,0,0,0,1
6019,129001,0,1,3,0,1,"1",2,1,0,0,0
6020,130001,1,1,4,1,0,"4",2,0,0,0,1
6020,130001,0,1,15,0,0,"1",2,1,0,0,0
6021,131001,0,1,5,0,0,"4",2,0,0,0,1
6021,131001,1,1,11,1,1,"4",2,0,0,0,1
6022,132001,0,1,8,0,1,"4",2,0,0,0,1
6022,132001,1,1,3,0,1,"1",2,1,0,0,0
6023,133001,0,1,14,1,0,"2",2,0,1,0,0
6023,133001,1,1,12,1,1,"1",2,1,0,0,0
6024,134001,0,1,5,0,0,"4",2,0,0,0,1
6024,134001,1,1,11,1,1,"4",2,0,0,0,1
6025,135001,0,1,16,0,1,"3",2,0,0,1,0
6025,135001,1,1,13,1,1,"2",2,0,1,0,0
6026,136001,0,1,1,0,1,"2",2,0,1,0,0
6026,136001,1,1,2,1,1,"3",2,0,0,1,0
6027,137001,0,1,13,1,1,"2",2,0,1,0,0
6027,137001,1,1,9,1,0,"3",2,0,0,1,0
6028,138001,1,1,11,1,1,"4",2,0,0,0,1
6028,138001,0,1,5,0,0,"4",2,0,0,0,1
6029,139001,1,1,9,1,0,"3",2,0,0,1,0
6029,139001,0,1,6,0,0,"3",2,0,0,1,0
6030,140001,1,1,15,0,0,"1",2,1,0,0,0
6030,140001,0,1,10,0,0,"2",2,0,1,0,0
6031,141001,0,1,8,0,1,"4",2,0,0,0,1
6031,141001,1,1,3,0,1,"1",2,1,0,0,0
6032,142001,0,1,5,0,0,"4",2,0,0,0,1
6032,142001,1,1,11,1,1,"4",2,0,0,0,1
6033,143001,0,1,1,0,1,"2",2,0,1,0,0
6033,143001,1,1,2,1,1,"3",2,0,0,1,0
6034,144001,1,1,2,1,1,"3",2,0,0,1,0
6034,144001,0,1,8,0,1,"4",2,0,0,0,1
6035,145001,0,1,3,0,1,"1",2,1,0,0,0
6035,145001,1,1,4,1,0,"4",2,0,0,0,1
6036,146001,0,1,5,0,0,"4",2,0,0,0,1
6036,146001,1,1,11,1,1,"4",2,0,0,0,1
6037,147001,0,1,6,0,0,"3",2,0,0,1,0
6037,147001,1,1,7,1,0,"1",2,1,0,0,0
6038,148001,1,1,11,1,1,"4",2,0,0,0,1
6038,148001,0,1,5,0,0,"4",2,0,0,0,1
6040,149001,0,1,14,1,0,"2",2,0,1,0,0
6040,149001,1,1,12,1,1,"1",2,1,0,0,0
6041,150001,1,1,15,0,0,"1",2,1,0,0,0
6041,150001,0,1,10,0,0,"2",2,0,1,0,0
7001,151001,1,1,13,1,1,"2",2,0,1,0,0
7001,151001,0,1,9,1,0,"3",2,0,0,1,0
7002,152001,0,1,13,1,1,"2",2,0,1,0,0
7002,152001,1,1,9,1,0,"3",2,0,0,1,0
7003,153001,1,1,11,1,1,"4",2,0,0,0,1
7003,153001,0,1,5,0,0,"4",2,0,0,0,1
7004,154001,1,1,11,1,1,"4",2,0,0,0,1
7004,154001,0,1,5,0,0,"4",2,0,0,0,1
7005,155001,1,1,15,0,0,"1",2,1,0,0,0
7005,155001,0,1,10,0,0,"2",2,0,1,0,0
7006,156001,1,1,9,1,0,"3",2,0,0,1,0
7006,156001,0,1,6,0,0,"3",2,0,0,1,0
7007,157001,1,1,9,1,0,"3",2,0,0,1,0
7007,157001,0,1,6,0,0,"3",2,0,0,1,0
7009,158001,0,1,8,0,1,"4",2,0,0,0,1
7009,158001,1,1,3,0,1,"1",2,1,0,0,0
7010,159001,0,1,8,0,1,"4",2,0,0,0,1
7010,159001,1,1,3,0,1,"1",2,1,0,0,0
7011,160001,1,1,4,1,0,"4",2,0,0,0,1
7011,160001,0,1,15,0,0,"1",2,1,0,0,0
7012,161001,1,1,4,1,0,"4",2,0,0,0,1
7012,161001,0,1,15,0,0,"1",2,1,0,0,0
7013,162001,0,1,5,0,0,"4",2,0,0,0,1
7013,162001,1,1,11,1,1,"4",2,0,0,0,1
7014,163001,0,1,14,1,0,"2",2,0,1,0,0
7014,163001,1,1,12,1,1,"1",2,1,0,0,0
8001,164001,0,1,15,0,0,"1",2,1,0,0,0
8001,164001,1,1,10,0,0,"2",2,0,1,0,0
8002,165001,0,1,14,1,0,"2",2,0,1,0,0
8002,165001,1,1,12,1,1,"1",2,1,0,0,0
8003,166001,0,1,16,0,1,"3",2,0,0,1,0
8003,166001,1,1,13,1,1,"2",2,0,1,0,0
8004,167001,0,1,13,1,1,"2",2,0,1,0,0
8004,167001,1,1,9,1,0,"3",2,0,0,1,0
8005,168001,1,1,11,1,1,"4",2,0,0,0,1
8005,168001,0,1,5,0,0,"4",2,0,0,0,1
8006,169001,1,1,9,1,0,"3",2,0,0,1,0
8006,169001,0,1,6,0,0,"3",2,0,0,1,0
